,ov,semana_algoritmo,semana_plan_real
720,3820013788.0,-1,49
721,3820013787.0,-1,41
722,3820013786.0,-1,41
723,3820013785.0,-1,50
724,3820013783.0,-1,40
725,3820013782.0,-1,46
726,3820013781.0,-1,43
727,3820013767.0,-1,37
728,3820013764.0,-1,39
729,3820013762.0,-1,38
730,3820013761.0,-1,44
731,3820013760.0,-1,44
732,3820013759.0,-1,43
733,3820013758.0,-1,43
734,3820013756.0,-1,38
735,3820013755.0,-1,40
736,3820013754.0,-1,43
737,3820013753.0,-1,42
738,3820013736.0,-1,43
739,3820013734.0,-1,42
740,3820013733.0,-1,40
741,3820013732.0,-1,38
742,3820013731.0,-1,38
743,3820013729.0,-1,37
744,3820013726.0,-1,39
745,3820013725.0,-1,39
746,3820013722.0,-1,37
747,3820013719.0,-1,42
748,3820013706.0,-1,41
749,3820013705.0,-1,38
750,3820013704.0,-1,45
751,3820013703.0,-1,45
752,3820013702.0,-1,41
753,3820013700.0,-1,39
754,3820013693.0,-1,45
755,3820013692.0,-1,42
756,3820013691.0,-1,42
757,3820013689.0,-1,41
758,3820013688.0,-1,41
759,3820013687.0,-1,39
760,3820013680.0,-1,42
761,3820013678.0,-1,39
762,3820013677.0,-1,39
763,3820013676.0,-1,38
764,3820013668.0,-1,31
765,3820013649.0,-1,42
766,3820013647.0,-1,41
767,3820013646.0,-1,42
768,3820013640.0,-1,39
769,3820013535.0,-1,42
770,3820013533.0,-1,42
771,3820013492.0,-1,40
772,3820013489.0,-1,39
773,3820013484.0,-1,39
774,3820013483.0,-1,39
775,3820013481.0,-1,40
776,3820013480.0,-1,39
777,3820013477.0,-1,41
778,3820013475.0,-1,36
779,3820013474.0,-1,39
780,3820013470.0,-1,40
781,3820013466.0,-1,38
782,3820013465.0,-1,38
783,3820013462.0,-1,38
784,3820013461.0,-1,42
785,3820013460.0,-1,42
786,3820013450.0,-1,51
787,3820013449.0,-1,41
788,3820013448.0,-1,39
789,3820013444.0,-1,39
790,3820013439.0,-1,42
791,3820013438.0,-1,42
792,3820013435.0,-1,42
793,3820013433.0,-1,38
794,3820013419.0,-1,40
795,3820013418.0,-1,39
796,3820013414.0,-1,39
797,3820013411.0,-1,38
798,3820013408.0,-1,41
799,3820013406.0,-1,39
800,3820013403.0,-1,46
801,3820013402.0,-1,42
802,3820013398.0,-1,41
803,3820013394.0,-1,39
804,3820013391.0,-1,37
805,3820013388.0,-1,41
806,3820013387.0,-1,39
807,3820013378.0,-1,39
808,3820013376.0,-1,40
809,3820013371.0,-1,39
810,3820013370.0,-1,39
811,3820013368.0,-1,40
812,3820013365.0,-1,31
813,3820013364.0,-1,35
814,3820013362.0,-1,37
815,3820013359.0,-1,41
816,3820013355.0,-1,41
817,3820013353.0,-1,38
818,3820013342.0,-1,35
819,3820013341.0,-1,39
820,3820013318.0,-1,50
821,3820013317.0,-1,42
822,3820013316.0,-1,41
823,3820013315.0,-1,39
824,3820013313.0,-1,39
825,3820013310.0,-1,40
826,3820013286.0,-1,39
827,3820013285.0,-1,37
828,3820013284.0,-1,41
829,3820013283.0,-1,40
830,3820013279.0,-1,39
831,3820013269.0,-1,39
832,3820013268.0,-1,38
833,3820013265.0,-1,40
834,3820013264.0,-1,42
835,3820013257.0,-1,39
836,3820013236.0,-1,37
837,3820013235.0,-1,36
838,3820013234.0,-1,46
839,3820013233.0,-1,44
840,3820013228.0,-1,50
841,3820013227.0,-1,39
842,3820013226.0,-1,39
843,3820013225.0,-1,39
844,3820013221.0,-1,41
845,3820013202.0,-1,38
846,3820013197.0,-1,36
847,3820013194.0,-1,44
848,3820013182.0,-1,37
849,3820013180.0,-1,42
850,3820013178.0,-1,38
851,3820013176.0,-1,40
852,3820013167.0,-1,38
853,3820013166.0,-1,36
854,3820013165.0,-1,47
855,3820013164.0,-1,38
856,3820013163.0,-1,38
857,3820013162.0,-1,40
858,3820013160.0,-1,38
859,3820013157.0,-1,46
860,3820013156.0,-1,42
861,3820013149.0,-1,36
862,3820013148.0,-1,38
863,3820013147.0,-1,38
864,3820013126.0,-1,41
865,3820013122.0,-1,40
866,3820013119.0,-1,39
867,3820013116.0,-1,39
868,3820013114.0,-1,39
869,3820013111.0,-1,40
870,3820013110.0,-1,39
871,3820013109.0,-1,39
872,3820013104.0,-1,38
873,3820013102.0,-1,38
874,3820013101.0,-1,40
875,3820013100.0,-1,39
876,3820013098.0,-1,40
877,3820013092.0,-1,37
878,3820013090.0,-1,38
879,3820013076.0,-1,37
880,3820013075.0,-1,35
881,3820013074.0,-1,41
882,3820013073.0,-1,38
883,3820013072.0,-1,47
884,3820013056.0,-1,36
885,3820013051.0,-1,37
886,3820013048.0,-1,36
887,3820013047.0,-1,36
888,3820013045.0,-1,36
889,3820013042.0,-1,37
890,3820013040.0,-1,37
891,3820013039.0,-1,36
892,3820013037.0,-1,38
893,3820013036.0,-1,40
894,3820013035.0,-1,41
895,3820013032.0,-1,38
896,3820013031.0,-1,49
897,3820013030.0,-1,49
898,3820013029.0,-1,48
899,3820013028.0,-1,47
900,3820013027.0,-1,48
901,3820013026.0,-1,46
902,3820013025.0,-1,46
903,3820013024.0,-1,48
904,3820013023.0,-1,41
905,3820013022.0,-1,47
906,3820013021.0,-1,45
907,3820013020.0,-1,45
908,3820013019.0,-1,45
909,3820013018.0,-1,44
910,3820013017.0,-1,44
911,3820013011.0,-1,29
912,3820013010.0,-1,39
913,3820013009.0,-1,44
914,3820013008.0,-1,43
915,3820013007.0,-1,43
916,3820012975.0,-1,50
917,3820012974.0,-1,41
918,3820012965.0,-1,40
919,3820012963.0,-1,40
920,3820012961.0,-1,39
921,3820012959.0,-1,38
922,3820012958.0,-1,39
923,3820012944.0,-1,38
924,3820012940.0,-1,40
925,3820012937.0,-1,49
926,3820012936.0,-1,44
927,3820012935.0,-1,39
928,3820012925.0,-1,41
929,3820012923.0,-1,51
930,3820012922.0,-1,50
931,3820012921.0,-1,48
932,3820012920.0,-1,52
933,3820012892.0,-1,41
934,3820012887.0,-1,40
935,3820012883.0,-1,39
936,3820012879.0,-1,36
937,3820012867.0,-1,41
938,3820012865.0,-1,39
939,3820012864.0,-1,30
940,3820012856.0,-1,39
941,3820012855.0,-1,39
942,3820012849.0,-1,39
943,3820012836.0,-1,37
944,3820012803.0,-1,29
945,3820012793.0,-1,40
946,3820012779.0,-1,38
947,3820012778.0,-1,35
948,3820012775.0,-1,38
949,3820012755.0,-1,43
950,3820012750.0,-1,29
951,3820012744.0,-1,39
952,3820012742.0,-1,39
953,3820012716.0,-1,40
954,3820012713.0,-1,37
955,3820012710.0,-1,47
956,3820012699.0,-1,46
957,3820012698.0,-1,42
958,3820012697.0,-1,38
959,3820012686.0,-1,31
960,3820012685.0,-1,46
961,3820012684.0,-1,39
962,3820012676.0,-1,35
963,3820012646.0,-1,48
964,3820012634.0,-1,49
965,3820012633.0,-1,46
966,3820012632.0,-1,42
967,3820012630.0,-1,38
968,3820012599.0,-1,39
969,3820012598.0,-1,36
970,3820012583.0,-1,37
971,3820012566.0,-1,44
972,3820012564.0,-1,37
973,3820012563.0,-1,42
974,3820012561.0,-1,40
975,3820012555.0,-1,40
976,3820012549.0,-1,38
977,3820012545.0,-1,41
978,3820012544.0,-1,39
979,3820012512.0,-1,38
980,3820012506.0,-1,39
981,3820012500.0,-1,39
982,3820012496.0,-1,40
983,3820012494.0,-1,37
984,3820012492.0,-1,41
985,3820012490.0,-1,42
986,3820012479.0,-1,35
987,3820012471.0,-1,47
988,3820012470.0,-1,46
989,3820012469.0,-1,45
990,3820012468.0,-1,44
991,3820012467.0,-1,43
992,3820012466.0,-1,42
993,3820012465.0,-1,39
994,3820012462.0,-1,39
995,3820012456.0,-1,50
996,3820012455.0,-1,46
997,3820012454.0,-1,42
998,3820012453.0,-1,39
999,3820012439.0,-1,31
1000,3820012432.0,-1,38
1001,3820012424.0,-1,35
1002,3820012390.0,-1,39
1003,3820012386.0,-1,39
1004,3820012382.0,-1,39
1005,3820012351.0,-1,39
1006,3820012349.0,-1,50
1007,3820012347.0,-1,40
1008,3820012325.0,-1,37
1009,3820012281.0,-1,46
1010,3820012273.0,-1,39
1011,3820012183.0,-1,39
1012,3820012172.0,-1,38
1013,3820012163.0,-1,40
1014,3820012155.0,-1,40
1015,3820012146.0,-1,40
1016,3820012141.0,-1,40
1017,3820012139.0,-1,39
1018,3820012131.0,-1,46
1019,3820012128.0,-1,39
1020,3820012124.0,-1,36
1021,3820012118.0,-1,39
1022,3820012114.0,-1,39
1023,3820012061.0,-1,36
1024,3820012054.0,-1,38
1025,3820012046.0,-1,49
1026,3820012044.0,-1,48
1027,3820012043.0,-1,39
1028,3820012006.0,-1,40
1029,3820012005.0,-1,35
1030,3820011976.0,-1,40
1031,3820011970.0,-1,38
1032,3820011963.0,-1,40
1033,3820011932.0,-1,39
1034,3820011928.0,-1,52
1035,3820011927.0,-1,52
1036,3820011926.0,-1,35
1037,3820011922.0,-1,39
1038,3820011915.0,-1,39
1039,3820011884.0,-1,39
1040,3820011859.0,-1,39
1041,3820011856.0,-1,38
1042,3820011848.0,-1,40
1043,3820011847.0,-1,38
1044,3820011821.0,-1,30
1045,3820011815.0,-1,43
1046,3820011790.0,-1,22
1047,3820011770.0,-1,38
1048,3820011756.0,-1,38
1049,3820011754.0,-1,31
1050,3820011747.0,-1,36
1051,3820011745.0,-1,48
1052,3820011744.0,-1,47
1053,3820011743.0,-1,45
1054,3820011742.0,-1,44
1055,3820011741.0,-1,42
1056,3820011740.0,-1,39
1057,3820011712.0,-1,44
1058,3820011710.0,-1,44
1059,3820011709.0,-1,33
1060,3820011659.0,-1,38
1061,3820011650.0,-1,38
1062,3820011648.0,-1,37
1063,3820011647.0,-1,40
1064,3820011631.0,-1,38
1065,3820011597.0,-1,38
1066,3820011596.0,-1,39
1067,3820011593.0,-1,40
1068,3820011583.0,-1,42
1069,3820011579.0,-1,42
1070,3820011571.0,-1,48
1071,3820011545.0,-1,43
1072,3820011543.0,-1,37
1073,3820011532.0,-1,31
1074,3820011514.0,-1,40
1075,3820011502.0,-1,50
1076,3820011500.0,-1,50
1077,3820011492.0,-1,39
1078,3820011462.0,-1,39
1079,3820011455.0,-1,38
1080,3820011431.0,-1,28
1081,3820011428.0,-1,39
1082,3820011426.0,-1,48
1083,3820011393.0,-1,50
1084,3820011389.0,-1,44
1085,3820011386.0,-1,40
1086,3820011384.0,-1,45
1087,3820011350.0,-1,43
1088,3820011272.0,-1,48
1089,3820011267.0,-1,36
1090,3820011236.0,-1,40
1091,3820011200.0,-1,26
1092,3820011182.0,-1,27
1093,3820011163.0,-1,39
1094,3820011162.0,-1,38
1095,3820011097.0,-1,40
1096,3820011081.0,-1,39
1097,3820011080.0,-1,36
1098,3820011034.0,-1,43
1099,3820011021.0,-1,42
1100,3820010997.0,-1,50
1101,3820010985.0,-1,47
1102,3820010966.0,-1,39
1103,3820010948.0,-1,36
1104,3820010884.0,-1,41
1105,3820010882.0,-1,43
1106,3820010881.0,-1,42
1107,3820010880.0,-1,42
1108,3820010864.0,-1,42
1109,3820010863.0,-1,41
1110,3820010862.0,-1,41
1111,3820010858.0,-1,40
1112,3820010856.0,-1,39
1113,3820010855.0,-1,39
1114,3820010854.0,-1,39
1115,3820010831.0,-1,43
1116,3820010742.0,-1,38
1117,3820010735.0,-1,37
1118,3820010721.0,-1,52
1119,3820010633.0,-1,45
1120,3820010619.0,-1,39
1121,3820010603.0,-1,22
1122,3820010602.0,-1,41
1123,3820010546.0,-1,39
1124,3820010452.0,-1,41
1125,3820010445.0,-1,37
1126,3820010444.0,-1,36
1127,3820010443.0,-1,35
1128,3820010410.0,-1,46
1129,3820010342.0,-1,16
1130,3820010320.0,-1,38
1131,3820010316.0,-1,22
1132,3820010284.0,-1,26
1133,3820010238.0,-1,35
1134,3820010234.0,-1,41
1135,3820010204.0,-1,39
1136,3820010203.0,-1,42
1137,3820010138.0,-1,41
1138,3820010137.0,-1,40
1139,3820010136.0,-1,39
1140,3820010135.0,-1,41
1141,3820010134.0,-1,40
1142,3820010133.0,-1,39
1143,3820010129.0,-1,42
1144,3820010128.0,-1,43
1145,3820010127.0,-1,44
1146,3820010113.0,-1,30
1147,3820010108.0,-1,40
1148,3820010100.0,-1,28
1149,3820010040.0,-1,37
1150,3820010015.0,-1,50
1151,3820010012.0,-1,43
1152,3820009974.0,-1,40
1153,3820009952.0,-1,38
1154,3820009946.0,-1,38
1155,3820009944.0,-1,31
1156,3820009938.0,-1,39
1157,3820009933.0,-1,42
1158,3820009929.0,-1,35
1159,3820009906.0,-1,18
1160,3820009882.0,-1,35
1161,3820009881.0,-1,50
1162,3820009873.0,-1,43
1163,3820009871.0,-1,43
1164,3820009868.0,-1,31
1165,3820009740.0,-1,39
1166,3820009738.0,-1,37
1167,3820009713.0,-1,46
1168,3820009586.0,-1,39
1169,3820009425.0,-1,38
1170,3820009424.0,-1,42
1171,3820009191.0,-1,39
1172,3820009062.0,-1,49
1173,3820009061.0,-1,49
1174,3820009060.0,-1,49
1175,3820009059.0,-1,40
1176,3820009058.0,-1,40
1177,3820009057.0,-1,40
1178,3820009055.0,-1,40
1179,3820009054.0,-1,39
1180,3820008794.0,-1,39
1181,3820008765.0,-1,35
1182,3820008722.0,-1,39
1183,3820008709.0,-1,44
1184,3820008708.0,-1,42
1185,3820008677.0,-1,39
1186,3820008479.0,-1,40
1187,3820008420.0,-1,40
1188,3820008319.0,-1,30
1189,3820008177.0,-1,47
1190,3820008147.0,-1,43
1191,3820007784.0,-1,51
1192,3820007783.0,-1,48
1193,3820007782.0,-1,46
1194,3820007781.0,-1,43
1195,3820007780.0,-1,39
1196,3820007632.0,-1,44
1197,3820007572.0,-1,46
1198,3820007561.0,-1,44
1199,3820007477.0,-1,40
1200,3820007163.0,-1,44
1201,3820007162.0,-1,28
1202,3820007110.0,-1,50
1203,3820006993.0,-1,39
1204,3820006878.0,-1,48
1205,3820006831.0,-1,49
1206,3820006830.0,-1,48
1207,3820006817.0,-1,52
1208,3820006088.0,-1,52
1209,3820005259.0,-1,45
1210,3820005228.0,-1,38
1211,3820005227.0,-1,50
1212,3820005211.0,-1,37
1213,3820005155.0,-1,46
1214,3820005154.0,-1,40
1215,3820005152.0,-1,35
1216,3820004838.0,-1,38
1217,3820004731.0,-1,43
1218,3820003985.0,-1,43
1219,3820000994.0,-1,39
1220,3820000899.0,-1,50
1221,3820000686.0,-1,40
1222,3820015244.0,41,-1
1223,3820015188.0,50,-1
1224,3820015242.0,53,-1
1225,3820015213.0,43,-1
1226,3820015181.0,49,-1
1227,3820015258.0,46,-1
1228,3820015182.0,48,-1
1229,3820015245.0,44,-1
1230,3820015237.0,47,-1
1231,3823000823.0,49,-1
1232,3820015243.0,44,-1
1233,3820015239.0,50,-1
1234,3820015210.0,46,-1
1235,3820015199.0,42,-1
1236,3820015198.0,42,-1
1237,3820015220.0,43,-1
1238,3820015217.0,42,-1
1239,3820015215.0,50,-1
1240,3820015212.0,50,-1
1241,3820015209.0,43,-1
1242,3820015201.0,41,-1
1243,3820015238.0,45,-1
1244,3823000827.0,49,-1
1245,3820015218.0,47,-1
1246,3820015211.0,41,-1
1247,3820015185.0,49,-1
1248,3820015183.0,49,-1
1249,3820015538.0,48,-1
1250,3820015532.0,50,-1
1251,3820015529.0,48,-1
1252,3820015500.0,48,-1
1253,3823000834.0,47,-1
1254,3820015555.0,48,-1
1255,3820015527.0,51,-1
1256,3820015540.0,51,-1
1257,3820015526.0,68,-1
1258,3820015478.0,48,-1
1259,3820015554.0,44,-1
1260,3820015535.0,52,-1
1261,3820015489.0,52,-1
1262,3820015556.0,46,-1
1263,3820015552.0,44,-1
1264,3820015536.0,52,-1
1265,3820015531.0,47,-1
1266,3820015503.0,44,-1
1267,3820015986.0,53,-1
1268,3820015984.0,50,-1
1269,3820015957.0,59,-1
1270,3820015974.0,61,-1
1271,3820015987.0,49,-1
1272,3823000882.0,68,-1
1273,3820015983.0,60,-1
1274,3820015972.0,51,-1
1275,3820015985.0,46,-1
1276,3820015954.0,53,-1
1277,3823000921.0,50,-1
1278,3823001049.0,49,-1
1279,3823000967.0,49,-1
1280,3823000934.0,49,-1
1281,3823000948.0,49,-1
1282,3823000922.0,48,-1
1283,3820016203.0,68,-1
1284,3823000910.0,46,-1
1285,3823000914.0,46,-1
1286,3823000915.0,49,-1
1287,3823000917.0,49,-1
1288,3823000919.0,49,-1
1289,3823000920.0,48,-1
1290,3823000923.0,49,-1
1291,3823000925.0,49,-1
1292,3823000926.0,47,-1
1293,3823000927.0,49,-1
1294,3823000928.0,49,-1
1295,3823000929.0,49,-1
1296,3823000932.0,49,-1
1297,3823000941.0,47,-1
1298,3823000949.0,48,-1
1299,3823000950.0,47,-1
1300,3823000957.0,49,-1
1301,3823000961.0,48,-1
1302,3823000963.0,48,-1
1303,3823000964.0,49,-1
1304,3823000969.0,50,-1
1305,3823001048.0,46,-1
1306,3820016202.0,68,-1
1307,3820016201.0,68,-1
1308,3820016200.0,68,-1
1309,3820016175.0,60,-1
1310,3820016166.0,46,-1
1311,3820016172.0,64,-1
1312,3820016306.0,61,-1
1313,3820016307.0,61,-1
1314,3823001056.0,51,-1
1315,3823001063.0,51,-1
1316,3823001078.0,51,-1
1317,3820016286.0,50,-1
1318,3820016282.0,49,-1
1319,3820016284.0,48,-1
1320,3820016246.0,49,-1
1321,3820016254.0,49,-1
1322,3820016302.0,68,-1
1323,3820016305.0,47,-1
1324,3823001077.0,51,-1
1325,3820016259.0,49,-1
1326,3820016277.0,47,-1
1327,3820016304.0,59,-1
1328,3820016303.0,47,-1
1329,3820016241.0,48,-1
1330,3820016242.0,53,-1
1331,3820016308.0,50,-1
1332,3820016310.0,59,-1
1333,3823001065.0,50,-1
1334,3820016419.0,51,-1
1335,3820016413.0,49,-1
1336,3820016433.0,49,-1
1337,3820016431.0,52,-1
1338,3820016391.0,49,-1
1339,3820016426.0,54,-1
1340,3820016450.0,47,-1
1341,3820016483.0,68,-1
1342,3820016455.0,58,-1
1343,3820016491.0,53,-1
1344,3823001113.0,48,-1
1345,3823001114.0,59,-1
1346,3820016475.0,47,-1
1347,3820016489.0,49,-1
1348,3820016492.0,49,-1
1349,3820016454.0,48,-1
1350,3820016479.0,49,-1
1351,3820016509.0,59,-1
1352,3823001109.0,47,-1
1353,3823001115.0,50,-1
1354,3820016515.0,67,-1
1355,3820016516.0,53,-1
1356,3823001118.0,50,-1
1357,3823001120.0,50,-1
1358,3823001123.0,67,-1
1359,3823001124.0,49,-1
1360,3820016383.0,58,-1
1361,3820016510.0,49,-1
1362,3820016511.0,58,-1
1363,3825000036.0,49,-1
1364,3820016765.0,49,-1
1365,3820016766.0,49,-1
1366,3820016809.0,49,-1
1367,3820016764.0,53,-1
1368,3820016818.0,58,-1
1369,3820016816.0,49,-1
1370,3820016820.0,49,-1
1371,3820016852.0,49,-1
1372,3820016855.0,49,-1
1373,3820016853.0,58,-1
1374,3820016857.0,58,-1
1375,3820016566.0,58,-1
1376,3820016850.0,58,-1
1377,3820016849.0,58,-1
1378,3820016856.0,54,-1
1379,3823001169.0,59,-1
1380,3820016851.0,53,-1
1381,3820016821.0,49,-1
1382,3820016815.0,67,-1
1383,3820016817.0,49,-1
1384,3820016734.0,67,-1
1385,3820016994.0,51,-1
1386,3820016997.0,51,-1
1387,3820017015.0,51,-1
1388,3820017013.0,50,-1
1389,3820017018.0,50,-1
1390,3820017019.0,52,-1
1391,3820016942.0,50,-1
1392,3820017016.0,53,-1
1393,3820017028.0,53,-1
1394,3820017026.0,65,-1
1395,3823001195.0,52,-1
1396,3820016884.0,58,-1
1397,3823001188.0,67,-1
1398,3820017709.0,22,-1
1399,3820017794.0,19,-1
1400,3820017708.0,18,-1
1401,3823001397.0,15,-1
1402,3823001401.0,11,-1
1403,3823001399.0,7,-1
1404,3820017685.0,7,-1
1405,3820017793.0,6,-1
1406,3820017795.0,6,-1
1407,3820017792.0,4,-1
1408,3820017673.0,4,-1
1409,3820017786.0,3,-1
1410,3820017789.0,3,-1
1411,3820017790.0,3,-1
1412,3820017810.0,3,-1
1413,3820017819.0,3,-1
1414,3820017687.0,6,-1
1415,3820017818.0,3,-1
1416,3820017787.0,3,-1
1417,3820017809.0,6,-1
1418,3820017820.0,8,-1
1419,3820017684.0,3,-1
1420,3820017729.0,12,-1
